ID,Titulos,HUBsci,Categoria,Autores,Descripcion,Año
73,Increased functional connectivity between the right temporo-parietal junction and the,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/2515816318804823,NeuroCiencia,"LisickiM,D’OstilioK,CoppolaG,deNoordhoutA.M,ParisiV,SchoenenJ,Magis","Increased functional connectivity between the right temporo-parietal junction and the temporal poles in migraine without aura. Cephalalgia Reports, 1, 251581631880482.",2018
74,"Response Channel Activation and the Temporoparietal Junction. Brain and Cognition,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0278262698910089,NeuroCiencia,"RoT,CohenA,IvryR.B,RafalR.","Response Channel Activation and the Temporoparietal Junction. Brain and Cognition, 37(3), 461–476.",1998
75,Children’s belief- and desire-reasoning in the temporoparietal junction: evidence for,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnhum.2015.00560/full,NeuroCiencia,"BowmanL.C,KovelmanI,HuX,WellmanH.","Children’s belief- and desire-reasoning in the temporoparietal junction: evidence for specialization from functional near-infrared spectroscopy. Frontiers in Human Neuroscience, 9.",2015
76,Distinct recruitment of temporo-parietal junction and medial prefrontal cortex in,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/17470919.2012.686925,NeuroCiencia,"MaN,VandekerckhoveM,VanHoeckN,VanOverwalle","Distinct recruitment of temporo-parietal junction and medial prefrontal cortex in behavior understanding and trait identification. Social Neuroscience, 7(6), 591–605.",2012
77,Transcranial Direct Current Stimulation of the Temporoparietal Junction and Inferior,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnbeh.2017.00084/full,NeuroCiencia,"NobusakoS,NishiY,NishiY,ShutoT,AsanoD,OsumiM,Morioka","Transcranial Direct Current Stimulation of the Temporoparietal Junction and Inferior Frontal Cortex Improves Imitation-Inhibition and Perspective-Taking with no Effect on the Autism-Spectrum Quotient Score. Frontiers in Behavioral Neuroscience, 11.",2017
78,Temporoparietal Junction Functional Connectivity in Early Schizophrenia and Major Depressive,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/2470547018815232,NeuroCiencia,"PennerJ,OsuchE.A,SchaeferB,ThébergeJ,NeufeldR.W.J,MenonR.S,WilliamsonP.","Temporoparietal Junction Functional Connectivity in Early Schizophrenia and Major Depressive Disorder. Chronic Stress, 2, 247054701881523.",2018
79,Identification of Visual Attentional Regions of the Temporoparietal Junction in,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnhum.2019.00424/full,NeuroCiencia,"DevaneyK.J,RosenM.L,LevinE.J,SomersD.","Identification of Visual Attentional Regions of the Temporoparietal Junction in Individual Subjects using a Vivid, Novel Oddball Paradigm. Frontiers in Human Neuroscience, 13.",2019
80,Cathodal Transcranial Direct Current Stimulation on the Right Temporo-Parietal Junction,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnhum.2016.00355/full,NeuroCiencia,"LeloupL,MiletichD.D,AndrietG,VandermeerenY,Samson","Cathodal Transcranial Direct Current Stimulation on the Right Temporo-Parietal Junction Modulates the Use of Mitigating Circumstances during Moral Judgments. Frontiers in Human Neuroscience, 10.",2016
81,A single session of navigation-guided repetitive transcranial magnetic stimulation over,https://sci-hub.se/https://www.brainstimjrnl.com/article/S1935-861X(21)00079-6/abstract,NeuroCiencia,"FujinoJ,TeiS,ItahashiT,AokiY.Y,OhtaH,IzunoT,Nakamura","A single session of navigation-guided repetitive transcranial magnetic stimulation over the right anterior temporoparietal junction in autism spectrum disorder. Brain Stimulation, 14(3), 682–684.",2021
82,"Electrocorticography links human temporoparietal junction to visual perception. Nature Neuroscience,",https://sci-hub.se/https://www.nature.com/articles/nn.3131,NeuroCiencia,"BeauchampM.S,SunP,BaumS.H,ToliasA.S,Yoshor","Electrocorticography links human temporoparietal junction to visual perception. Nature Neuroscience, 15(7), 957–959.",2012
83,Disruption on right temporoparietal junction with transcranial magnetic stimulation affects,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0028393221001093,NeuroCiencia,"ChouY,Chen","Disruption on right temporoparietal junction with transcranial magnetic stimulation affects moral judgment: No difference between first- and third-personal narration with TMS. Neuropsychologia, 157, 107858.",2021
84,Very early processing of emotional words revealed in temporoparietal junctions,https://sci-hub.se/https://link.springer.com/article/10.1007/s00221-014-3843-y,NeuroCiencia,"RochasV,RihsT.A,RosenbergN,LandisT,MichelC.","Very early processing of emotional words revealed in temporoparietal junctions of both hemispheres by EEG and TMS. Experimental Brain Research, 232(4), 1267–1281.",2014
85,Temporo-parietal junction is involved in attribution of hostile intentionality in,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0304394011003636,NeuroCiencia,"GiardinaA,CaltagironeC,Oliveri","Temporo-parietal junction is involved in attribution of hostile intentionality in social interactions: An rTMS study. Neuroscience Letters, 495(2), 150–154.",2011
86,To the self and beyond: Arousal and functional connectivity of,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0166432820305799,NeuroCiencia,"SalguesS,PlancherG,JacquotL,NaveteurJ,FanuelL,Gálvez-GarcíaG,MichaelG.","To the self and beyond: Arousal and functional connectivity of the temporo-parietal junction contributes to spontaneous sensations perception. Behavioural Brain Research, 396, 112880.",2021
87,Cluster B personality symptoms in persons at genetic risk for,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0925492713002795,NeuroCiencia,"GoldschmidtM.G,VillarrealM.F,deAchávalD,DrucaroffL.J,CostanzoE.Y,CastroM.N,GuinjoanS.","Cluster B personality symptoms in persons at genetic risk for schizophrenia are associated with social competence and activation of the right temporo-parietal junction during emotion processing. Psychiatry Research: Neuroimaging, 221(1), 30–36.",2014
88,Listening to music in a risk-reward context: The roles of,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0006899315007854,NeuroCiencia,"LiC.-W,ChenJ.-H,Tsai","Listening to music in a risk-reward context: The roles of the temporoparietal junction and the orbitofrontal/insular cortices in reward-anticipation, reward-gain, and reward-loss. Brain Research, 1629, 160–170.",2015
89,Anodal tDCS Over the Right Temporoparietal Junction Lowers Overbidding in,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnins.2019.00528/full,NeuroCiencia,"WangM,LiJ,LiD,Zhu","Anodal tDCS Over the Right Temporoparietal Junction Lowers Overbidding in Contests. Frontiers in Neuroscience, 13.",2019
90,Specifying the brain anatomy underlying temporo-parietal junction activations for theory,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.23675,NeuroCiencia,"SchurzM,TholenM.G,PernerJ,MarsR.B,Sallet","Specifying the brain anatomy underlying temporo-parietal junction activations for theory of mind: A review using probabilistic atlases from different imaging modalities. Human Brain Mapping, 38(9), 4788–4805.",2017
91,Large-scale brain networks underlying non-spatial attention updating: towards understanding the,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0010945220303671,NeuroCiencia,"JurewiczK,PaluchK,WolakT,Wróbel",Large-scale brain networks underlying non-spatial attention updating: towards understanding the function of the temporoparietal junction. Cortex.,2020
92,The central role of the temporo-parietal junction and the superior,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0010945211002929,NeuroCiencia,"ChechlaczM,RotshteinP,HansenP.C,DebS,RiddochM.J,HumphreysG.","The central role of the temporo-parietal junction and the superior longitudinal fasciculus in supporting multi-item competition: Evidence from lesion-symptom mapping of extinction. Cortex, 49(2), 487–506.",2013
93,The role of right temporo-parietal junction in stimulus evaluation. Brain,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0278262621000907,NeuroCiencia,"BaeE,KimJ.Y,HanS.","The role of right temporo-parietal junction in stimulus evaluation. Brain and Cognition, 152, 105770.",2021
94,Temporoparietal Junction Hypoactivity during Pain-Related Empathy Processing in Adolescents with,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fpsyg.2016.02085/full,NeuroCiencia,"DongD,MingQ,WangX,YuW,JiangY,WuQ,Yao","Temporoparietal Junction Hypoactivity during Pain-Related Empathy Processing in Adolescents with Conduct Disorder. Frontiers in Psychology, 7.",2017
95,The role of the right premotor cortex and temporo-parietal junction,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S001094521930293X,NeuroCiencia,"SaglianoL,VelaM,TrojanoL,Conson",The role of the right premotor cortex and temporo-parietal junction in defensive responses to visual threats. Cortex.,2019
96,Modulating the activity of right temporo-parietal junction by anodal tDCS,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0361923020307309,NeuroCiencia,"HaoS,XiaoqinW,YaoY,Xiaoqiang","Modulating the activity of right temporo-parietal junction by anodal tDCS enhances the agent’s repayment in hold-up game. Brain Research Bulletin, 168, 17–24.",2021
97,Multisensory convergence at human temporo-parietal junction – epicortical recording of,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1388245703004772,NeuroCiencia,"MatsuhashiM,IkedaA,OharaS,MatsumotoR,YamamotoJ,TakayamaM,Shibasaki","Multisensory convergence at human temporo-parietal junction – epicortical recording of evoked responses. Clinical Neurophysiology, 115(5), 1145–1160.",2004
98,The temporo-parietal junction contributes to global gestalt perception—evidence from studies,https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnhum.2013.00513/full,NeuroCiencia,"RennigJ,BilalićM,HuberleE,KarnathH.-O,Himmelbach","The temporo-parietal junction contributes to global gestalt perception—evidence from studies in chess experts. Frontiers in Human Neuroscience, 7.",2013
99,A Bird’s eye view from below: Activity in the temporo-parietal,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0028393220303262,NeuroCiencia,"Loued-KhenissiL,Preuschoff","A Bird’s eye view from below: Activity in the temporo-parietal junction predicts from-above Necker Cube percepts. Neuropsychologia, 149, 107654.",2020
100,Duration and not strength of activation in temporo-parietal cortex positively,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1053811906011669,NeuroCiencia,"ArzyS,MohrC,MichelC.M,Blanke","Duration and not strength of activation in temporo-parietal cortex positively correlates with schizotypy. NeuroImage, 35(1), 326–333.",2007
101,Anodal tDCS of right temporo-parietal junction promotes threat detection in,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0028393220302256,NeuroCiencia,"ZhuS,ChenL,Luo","Anodal tDCS of right temporo-parietal junction promotes threat detection in low-spatial-frequency channels. Neuropsychologia, 107552.",2020
102,"Reappraising social emotions: the role of inferior frontal gyrus, temporo-parietal",https://sci-hub.se/https://www.frontiersin.org/articles/10.3389/fnhum.2013.00523/full,NeuroCiencia,"GrecucciA,GiorgettaC,BoniniN,SanfeyA.","Reappraising social emotions: the role of inferior frontal gyrus, temporo-parietal junction and insula in interpersonal emotion regulation. Frontiers in Human Neuroscience, 7.",2013
103,Anodal tDCS targeting the left temporo-parietal junction disrupts verbal reality-monitoring.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0028393216302676,NeuroCiencia,"MondinoM,PouletE,Suaud-ChagnyM.-F,Brunelin","Anodal tDCS targeting the left temporo-parietal junction disrupts verbal reality-monitoring. Neuropsychologia, 89, 478–484.",2016
104,Partial and full own-body illusions of epileptic origin in a,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1525505011000114,NeuroCiencia,"HeydrichL,LopezC,SeeckM,Blanke","Partial and full own-body illusions of epileptic origin in a child with right temporoparietal epilepsy. Epilepsy & Behavior, 20(3), 583–586.",2011
105,English spoken word segmentation activates the prefrontal cortex and temporo-parietal,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0006899320300494,NeuroCiencia,"LiY,YangY,TangA.C,LiuN,WangX,DuY,Hu","English spoken word segmentation activates the prefrontal cortex and temporo-parietal junction in Chinese ESL learners: A functional near-infrared spectroscopy (fNIRS) study. Brain Research, 146693.",2020
106,Modulating the activity of right temporo-parietal junction increases bidding behavior,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0304394021002536,NeuroCiencia,"SuH,YaoY,WangX,Zheng","Modulating the activity of right temporo-parietal junction increases bidding behavior in lottery contests. Neuroscience Letters, 757, 135875.",2021
107,The junction between self and other? Temporo-parietal dysfunction in neuropsychiatry.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0028393216302743,NeuroCiencia,EddyC.,"The junction between self and other? Temporo-parietal dysfunction in neuropsychiatry. Neuropsychologia, 89, 465–477.",2016
108,Arbitration between insula and temporoparietal junction subserves framing-induced boosts in,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1053811921004882,NeuroCiencia,"SellittoM,NeufangS,SchwedaA,WeberB,Kalenscher","Arbitration between insula and temporoparietal junction subserves framing-induced boosts in generosity during social discounting. NeuroImage, 238, 118211.",2021
109,Absent activation in medial prefrontal cortex and temporoparietal junction but,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.2147/NDT.S70074,NeuroCiencia,"HashimotoN,OkuboR,KusumiI,MiyamotoT,NaritaH,ToyomakiA,Hirai","Absent activation in medial prefrontal cortex and temporoparietal junction but not superior temporal sulcus during the perception of biological motion in schizophrenia: a functional MRI study. Neuropsychiatric Disease and Treatment, 2221.",2014
110,Characterization of a temporoparietal junction subtype of Alzheimer’s disease. Human,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.24701,NeuroCiencia,"MeyerF,WehenkelM,PhillipsC,GeurtsP,HustinxR,Bernard",Characterization of a temporoparietal junction subtype of Alzheimer’s disease. Human Brain Mapping.,2019
111,Differential contributions to the interception of occluded ballistic trajectories by,https://sci-hub.se/https://journals.physiology.org/doi/abs/10.1152/jn.00068.2017,NeuroCiencia,"DelleMonacheS,LacquanitiF,Bosco","Differential contributions to the interception of occluded ballistic trajectories by the temporoparietal junction, area hMT/V5+, and the intraparietal cortex. Journal of Neurophysiology, 118(3), 1809–1823.",2017
112,Neural Processes in the Human Temporoparietal Cortex Separated by Localized,https://sci-hub.se/https://www.jneurosci.org/content/35/25/9432.short,NeuroCiencia,"IgelstromK.M,WebbT.W,GrazianoM.S.","Neural Processes in the Human Temporoparietal Cortex Separated by Localized Independent Component Analysis. Journal of Neuroscience, 35(25), 9432–9445.",2015
113,Social cognition and the temporoparietal junction: A double-blind HD-tDCS EEG,https://sci-hub.se/https://www.brainstimjrnl.com/article/S1935-861X(17)30120-1/abstract,NeuroCiencia,"DonaldsonP.H,KirkovskiM,RinehartN.J,EnticottP.","Social cognition and the temporoparietal junction: A double-blind HD-tDCS EEG study. Brain Stimulation, 10(2), 378.",2017
114,Temporo-parietal contribution to the mental representations of self/other face. Brain,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0278262620301755,NeuroCiencia,"ZeuginD,NotterM.P,KnebelJ.-F,Ionta","Temporo-parietal contribution to the mental representations of self/other face. Brain and Cognition, 143, 105600.",2020
115,Auditory Hallucinations in Schizophrenia Are Associated with Reduced Functional Connectivity,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0006322309013754,NeuroCiencia,"VercammenA,KnegteringH,denBoerJ.A,LiemburgE.J,Aleman","Auditory Hallucinations in Schizophrenia Are Associated with Reduced Functional Connectivity of the Temporo-Parietal Area. Biological Psychiatry, 67(10), 912–918.",2010
116,"Uniquely human social cognition. Current Opinion in Neurobiology, 16(2), 235–239.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959438806000262,NeuroCiencia,Saxe,"Uniquely human social cognition. Current Opinion in Neurobiology, 16(2), 235–239.",2006
117,Fronto-temporal transcranial direct-current stimulation reduces auditory verbal hallucinations and n-acetylaspartate-glutamate,https://sci-hub.se/https://www.brainstimjrnl.com/article/S1935-861X(17)30510-7/abstract,NeuroCiencia,"PsomiadesM,MondinoM,PouletE,HaesebaertF,Suaud-ChagnyM.F,Brunelin","Fronto-temporal transcranial direct-current stimulation reduces auditory verbal hallucinations and n-acetylaspartate-glutamate level in the left temporoparietal junction in patients with schizophrenia. Brain Stimulation, 10(2), 517–518.",2017
